id,title,longitude,latitude,datetaken,tags,url_s
50514981493,No thatch in the Pike's?,-9.943828,53.931028,1880-01-01 00:00:00,wynnealbum nationallibraryofireland ireland galway thomasjwynne achillisland mayo connacht wildatlanticway mrpike thebighouse mountain glendararyhouse williampike achillsound,https://live.staticflickr.com/65535/50514981493_55969361fc_m.jpg
50513153257,2020-076,-76.467504,44.235790,1939-07-01 00:00:00,1930s military soldiers uniforms musicians musicalinstruments,https://live.staticflickr.com/65535/50513153257_fe038f3057_m.jpg
50512498752,Deep in the heart of the kingdom.,-9.488657,52.447047,1910-01-01 00:00:00,robertfrench williamlawrence lawrencephotographicstudio glassnegative nationallibraryofireland listowel cokerry marketstreet market donkeys carts shafts kerry ireland lawrencephotographcollection,https://live.staticflickr.com/65535/50512498752_c7b13c7b40_m.jpg
50480005761,2020-073-02,-77.382245,44.172708,2020-10-09 14:54:49,women 2020s events bridges,https://live.staticflickr.com/65535/50480005761_8fdc216173_m.jpg
50479248403,2020-073-01,-77.382245,44.172708,2020-10-09 14:50:01,women 2020s events bridges,https://live.staticflickr.com/65535/50479248403_1601c23fdf_m.jpg
50477251557,Water under the bridge,-10.018844,53.486685,2009-09-01 14:45:16,stereographicnegatives jamessimonton frederickhollandmares johnfortunelawrence williammervynlawrence nationallibraryofireland bridge river rocks cascade falls thatchedcottage thatch clifden cogalway connaught stonewalls stereopairsphotographcollection lawrencephotographcollection,https://live.staticflickr.com/65535/50477251557_00aa308c6e_m.jpg
50470979001,1982-09-16 Quinte Ex (Evans)-009,-77.400848,44.160972,1982-09-16 00:00:00,1980s exhibitions horses,https://live.staticflickr.com/65535/50470979001_0ab3996445_m.jpg
50470977936,1982-09-16 Quinte Ex (Whitelaw)-017,-77.399260,44.160872,1982-09-16 00:00:00,1980s fairs exhibitions,https://live.staticflickr.com/65535/50470977936_96986ec7b2_m.jpg
50470977636,1982-09-16 Quinte Ex (Whitelaw)-022,-77.401084,44.160503,1982-09-16 00:00:00,1980s fairs exhibitions,https://live.staticflickr.com/65535/50470977636_8bbf2bbaae_m.jpg
50470977296,1982-09-16 Quinte Ex (Whitelaw)-003,-77.399260,44.160964,1982-09-16 00:00:00,1980s fairs exhibitions,https://live.staticflickr.com/65535/50470977296_b7fd42d649_m.jpg
50470976736,1982-09-16 Quinte Ex (Whitelaw)-008,-77.399518,44.160903,1982-09-16 00:00:00,1980s fairs exhibitions,https://live.staticflickr.com/65535/50470976736_264fb45122_m.jpg
50471133142,1982-09-16 Quinte Ex (Whitelaw)-011,-77.398456,44.162227,1982-09-16 00:00:00,1980s exhibitions animals donkeys,https://live.staticflickr.com/65535/50471133142_bf3bb530d6_m.jpg
50456045036,"Gold surveying camp near Trunkey, New South Wales, 1872-1874",149.325227,-33.817286,1873-01-01 00:00:00,surveying australia newsouthwales goldrush gold mining statelibraryofnewsouthwales theodolite machattie camping 1870s victorian,https://live.staticflickr.com/65535/50456045036_960e91e1d2_m.jpg
50429689518,Boxer dog Queensland,153.105468,-27.019984,1940-01-01 00:00:00,animal dogs dogtober octoberevent boxer dog alert state library queensland collar chair deck,https://live.staticflickr.com/65535/50429689518_ec03fce671_m.jpg
50430379701,"Dog wading in the Balonne River, St George, Queensland",148.581780,-28.038580,1954-01-01 00:00:00,animal dogs dogtober octoberevent state library queensland playful small dog shallow water river trees background,https://live.staticflickr.com/65535/50430379701_6246ddae82_m.jpg
50430551747,Australian Shepherd dog,153.105468,-27.019984,1945-01-01 00:00:00,animal dogs dogtober octoberevent australianshepherd doorway state library queensland working dog guarding house entrance,https://live.staticflickr.com/65535/50430551747_0e57bfd264_m.jpg
50430379211,Man with a Schnauzer dog at the Brisbane Exhibition 1947,153.035416,-27.447420,1947-01-01 00:00:00,animal dogs dogtober octoberevent schnauzer dogshow exhibition ekka show state library queensland good looking man,https://live.staticflickr.com/65535/50430379211_ace4e8164a_m.jpg
50429688648,"Man with three German Shepherd dogs at the Brisbane Exhibition, 1947.",153.035416,-27.447420,1947-01-01 00:00:00,animal dogs dogtober octoberevent ekka germanshepherd alsatians exhibition fence yard state library queensland man suit leashes expectation,https://live.staticflickr.com/65535/50429688648_d67b08f624_m.jpg
50430379071,"Mrs McLean, Mr Hurley and Cocker Spaniel at Dog show, Brisbane, 1946",153.035416,-27.447420,1946-01-01 00:00:00,animal dogs dogtober octoberevent ekka exhibition show cockerspaniel man woman state library queensland last minute preparation hat,https://live.staticflickr.com/65535/50430379071_3d64c8209d_m.jpg
50430551417,"Playboy the horse, with attendant at Maryborough, 1946",152.692154,-25.535271,1946-01-01 00:00:00,animal dogs dogtober octoberevent hairstyle bridles jodhpurs horses queenslanderarchitecture state library queensland pretty lady accompanied with her pets house background balcony,https://live.staticflickr.com/65535/50430551417_797aecfb2c_m.jpg
50430378796,Playing with the dog ca 1905,45.464005,-24.424030,1905-01-01 00:00:00,animal dogs dogtober octoberevent brooches pets social dress older woman feeding time queensland state library trick,https://live.staticflickr.com/65535/50430378796_4f34397f64_m.jpg
50430551362,"Sir John and Lady Lavarck walking their dogs in the grounds of Government House, Brisbane",153.025100,-27.469800,1946-01-01 00:00:00,animal dogs dogtober octoberevent lady garden governors hairstyles state library queensland couple with their three small government grounds house suit,https://live.staticflickr.com/65535/50430551362_dbde940eb6_m.jpg
50430378466,Two men and a dog at Mt Isa 1932,139.481979,-20.731670,1932-01-01 00:00:00,animal dogs dogtober octoberevent motorvehicles state library queensland v i mann l k jackobsen vintage car well dressed suit,https://live.staticflickr.com/65535/50430378466_6694199050_m.jpg
46603500905,"Bushman with his dog and horse outside a humpy, Hughenden district, 1910-1920",144.191605,-20.842270,1915-01-01 00:00:00,queensland statelibraryofqueensland saddles dogs bush huts horses camping humpy dog horse shelter hut 1915 1910s aboriginal temporary early settlers,https://live.staticflickr.com/7855/46603500905_86d049f15a_m.jpg
47010502641,"Two young boys in sailor outfits and straw hats in Mareeba, Queensland",145.426282,-17.014028,1910-01-01 00:00:00,queensland statelibraryofqueensland dogs harriettbrims studioportraits strawhat sailorsuit costume brothers boys children photographers womenphotographers glassplatenegatives glassplatephotography palms background sleeping dog serious faces,https://live.staticflickr.com/7902/47010502641_54ac54f549_m.jpg
31969598737,"Group of men with a captured wild pig on the beach at Moreton Island, ca. 1920",153.406305,-27.149894,1920-01-01 00:00:00,queensland statelibraryofqueensland pigs yearofthepig dogs lighthouse beach feralpig sand men three staying away from feral pig hat,https://live.staticflickr.com/7853/31969598737_cb501b4cc1_m.jpg
44159142224,"Landing at Bulwer, Moreton Island, Queensland, 1906",153.367844,-27.076851,1906-01-01 00:00:00,queensland statelibraryofqueensland moretonbay islands moretonisland moorgumpin bulwer dogs boat rowboat beach ocean beautiful day light waves two ladies long dresses boys men sandy reflection hats,https://live.staticflickr.com/1945/44159142224_70f8b5edc8_m.jpg
29942964407,"Day at the beach on Bribie Island, January 1935",153.191125,-27.087391,1935-01-01 00:00:00,queensland statelibraryofqueensland moretonbay islands boorabee bribieisland family beach bathingcostume dog toyboat beachfashion1930s holiday or just day out pet included swimming cap,https://live.staticflickr.com/1973/29942964407_3dcf9aaae6_m.jpg
28217930939,Carting prickly pear during the 1920s drought near Kingsthorpe Queensland,151.817922,-27.479171,1925-01-01 00:00:00,horses dogs carts pricklypear state library queensland toowoomba cart horse drought natural disaster big losses saving what is possible,https://live.staticflickr.com/4746/28217930939_0bf6f24e0e_m.jpg
7877935694,"Group of people with their animals, outside a house at Bulwer, Moreton Island, ca. 1906",153.367844,-27.076851,1906-01-01 00:00:00,horses dog moretonbay bays queensland island statelibraryofqueensland slq two women man training three house with fence sidesaddle trick,https://live.staticflickr.com/8448/7877935694_c1f4fe04cd_m.jpg
5575838784,"Noorduyn Norseman aircraft refuelling on the airstrip, possibly at Eagle Farm, 1948",153.105468,-27.019984,1948-01-01 00:00:00,statelibraryofqueensland aeroplanes noorduynnorsemen dogs aviation aircraft airplane vhbne cn271 271 435281 gibbessepikairways gsa noorduynaircraft noorduyn norseman noorduynuc64anorseman noorduynuc64a uc64anorseman uc64a a7131 royalaustralianairforce raaf vhgsd mandatedairlines slq queensland all aboard take off last checkups handling suit cases four legged friends waiting single engine luggage,https://live.staticflickr.com/5099/5575838784_3eeeed005f_m.jpg
4209874554,Ten lords a' leaping (one brave German Shepherd),153.105468,-27.019984,1930-01-01 00:00:00,statelibraryofqueensland slq twelvedaysofchristmas christmas christmascarol jumping jump germanshepherd fire germanshepherddog ringoffire dog stunt canine flaming flames hoop trick motion alsatian queensland brave strong inteligent fearless,https://live.staticflickr.com/4002/4209874554_9a2e00dc83_m.jpg
3648808634,"American soldier with cattle dog, Queensland, 1941-1945",153.105468,-27.019984,1942-01-01 00:00:00,statelibraryofqueensland americansoldier wwii dog dogs cattledog acd heeler queenslandblueheeler australiancattledog pictureoftheweek slq queensland uniform smiling face loyal,https://live.staticflickr.com/3607/3648808634_93b59fe0cc_m.jpg
50430551907,Burgalese Pointer,153.105468,-27.019984,1946-01-01 00:00:00,animal dogs dogtober octoberevent ready for action alert state library queensland burgalesepointer olddanishpointerdog,https://live.staticflickr.com/65535/50430551907_a08b4b7ed4_m.jpg
50430551832,Jack Russell Terrier,153.105468,-27.019984,1946-01-01 00:00:00,animal dogs dogtober octoberevent jackrussell terrier chair slq statelibraryofqueensland curious face expression garden wall background shadow photographer wicker,https://live.staticflickr.com/65535/50430551832_93284b3aee_m.jpg
50430379256,Longhaired Scottish Terrier dog,153.105468,-27.019984,1947-01-01 00:00:00,animal dogs dogtober octoberevent scottishterrier longhaired doorway cute dog terrier scottie scotty sql statelibraryofqueensland 1947 longhairedscottishterrier lavarackfamily lavarackfamilyalbum toorbul black best friend looking something with his beautiful eyes,https://live.staticflickr.com/65535/50430379256_beba187f50_m.jpg
43872743131,"Cane gang at Childers, ca. 1918",152.278130,-25.236343,1918-01-01 00:00:00,statelibraryofqueensland queensland greek greeks immigrants multiculturalism multiculturalmonth canecutters sugarcane kitten cats dogs accordian kythera many men one dog cat,https://live.staticflickr.com/1800/43872743131_e65d2f9a8d_m.jpg
4903167275,Walking the dog and cat,153.105468,-27.019984,1942-01-01 00:00:00,statelibraryofqueensland georgejackman photographer dogs cats walking friendships interspeciesfriendships slq queensland dog pomeranian new farm park tail is up happy lady pleasurable walk,https://live.staticflickr.com/4076/4903167275_6c74b42c3f_m.jpg
12662111824,Tableau of circus animals Brisbane 1903,153.022827,-27.468880,1903-01-01 00:00:00,circus circusanimals animaltrainer wirthscircus herrpaul tiger lion horse goat dog statelibraryofqueensland slq queensland caged entertainment different but performing together good control confidence,https://live.staticflickr.com/5473/12662111824_800b7a2470_m.jpg
50441635853,Smidt’s Skrift System - 34,-122.388231,37.759791,2020-10-04 17:35:17,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441635853_e4c974f4d4_m.jpg
50442508187,Smidt’s Skrift System - 32,-122.388214,37.759800,2020-10-04 17:34:20,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442508187_8bcf094868_m.jpg
50441634783,Smidt’s Skrift System - 31,-122.388206,37.759811,2020-10-04 17:34:09,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441634783_4d5e839b14_m.jpg
50442507222,Smidt’s Skrift System - 30,-122.388206,37.759811,2020-10-04 17:33:57,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442507222_1bcd0d47e7_m.jpg
50442327591,Smidt’s Skrift System - 29,-122.388206,37.759811,2020-10-04 17:33:53,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442327591_f98c4b26da_m.jpg
50442327106,Smidt’s Skrift System - 27,-122.388201,37.759819,2020-10-04 17:33:43,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442327106_908b9be8db_m.jpg
50442505767,Smidt’s Skrift System - 26,-122.388201,37.759819,2020-10-04 17:33:39,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442505767_b59a779ac5_m.jpg
50442505237,Smidt’s Skrift System - 23,-122.388201,37.759819,2020-10-04 17:33:27,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442505237_6238b494fe_m.jpg
50442503692,Smidt’s Skrift System - 22,-122.388201,37.759819,2020-10-04 17:33:22,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442503692_1ffc7ba94e_m.jpg
50441630543,Smidt’s Skrift System - 21,-122.388201,37.759819,2020-10-04 17:33:16,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441630543_03b78c1559_m.jpg
50442323861,Smidt’s Skrift-System - 20,-122.388201,37.759819,2020-10-04 17:33:10,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442323861_22100cc279_m.jpg
50441629573,Smidt’s Skrift-System - 19,-122.388201,37.759819,2020-10-04 17:33:04,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441629573_5df5791f37_m.jpg
50442322746,Smidt’s Skrift-System - 17,-122.388201,37.759819,2020-10-04 17:32:50,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442322746_c04e423533_m.jpg
50441628363,Smidt’s Skrift-System - 16,-122.388201,37.759822,2020-10-04 17:32:44,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441628363_c1c83ff08c_m.jpg
50441627853,Smidt’s Skrift-System - 13,-122.388201,37.759822,2020-10-04 17:32:28,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441627853_429e62949d_m.jpg
50441626913,Smidt’s Skrift-System - 11,-122.388206,37.759830,2020-10-04 17:32:11,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441626913_bcfe645059_m.jpg
50442320081,Smidt’s Skrift-System - 10,-122.388206,37.759830,2020-10-04 17:32:02,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442320081_dc8b99f7bb_m.jpg
50441625588,Smidt’s Skrift-System - 9,-122.388206,37.759830,2020-10-04 17:31:56,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441625588_de9ef24822_m.jpg
50442497492,Smidt’s Skrift-System - 8,-122.388214,37.759822,2020-10-04 17:31:50,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442497492_d241abd3e9_m.jpg
50441624258,Smidt’s Skrift-System - 7,-122.388214,37.759822,2020-10-04 17:31:44,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441624258_f9831f7dda_m.jpg
50441623613,Smidt’s Skrift-System - 6,-122.388214,37.759827,2020-10-04 17:31:31,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441623613_a419c37e05_m.jpg
50442495397,Smidt’s Skrift-System - 5,-122.388214,37.759827,2020-10-04 17:31:26,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442495397_833a275c58_m.jpg
50441621708,Smidt’s Skrift-System - 4,-122.388223,37.759838,2020-10-04 17:31:16,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441621708_a57f014fcf_m.jpg
50442314851,Smidt’s Skrift-System - 3,-122.388214,37.759838,2020-10-04 17:31:06,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442314851_82a8b69a1a_m.jpg
50442492942,Smidt’s Skrift-System - 35,-122.388145,37.759758,2020-10-04 17:37:15,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442492942_9c0b9e6546_m.jpg
50442492392,Smidt’s Skrift-System - 2,-122.388237,37.759791,2020-10-04 17:31:01,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442492392_c432fd713f_m.jpg
50442491622,Smidt’s Skrift-System - 1,-122.388398,37.759811,2020-10-04 17:30:52,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442491622_423c8a9933_m.jpg
50441618728,Smidt’s Skrift System - 33,-122.388231,37.759791,2020-10-04 17:35:00,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441618728_ec601c25d3_m.jpg
50442311791,Smidt’s Skrift System - 28,-122.388201,37.759819,2020-10-04 17:33:48,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442311791_10243798ee_m.jpg
50441617408,Smidt’s Skrift-System - 12,-122.388206,37.759830,2020-10-04 17:32:21,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50441617408_369bd26841_m.jpg
50442489427,Smidt’s Skrift System - 24,-122.388201,37.759819,2020-10-04 17:33:32,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442489427_81051b4527_m.jpg
50442488767,Smidt’s Skrift-System - 18,-122.388201,37.759819,2020-10-04 17:32:56,danish lettering signpainting smidt’sskriftsystem svensmidt template,https://live.staticflickr.com/65535/50442488767_c96024ce06_m.jpg
50440852722,Lying about on the lines.,-6.823239,53.146126,2009-01-20 14:36:45,robertfrench williamlawrence lawrencephotographicstudio glassnegative nationallibraryofireland curraghcamp cokildare curragh flines billets tower sheep cannon dog lawrencephotographcollection,https://live.staticflickr.com/65535/50440852722_f81554c5e6_m.jpg
50435468676,Where's the dulse and yellow man?,-6.222424,55.205594,2019-04-01 15:48:35,ferguso’connor ferguso’connorcollection glassnegative nationallibraryofireland ballycastle coantrim northernireland ulster town auldlammasfair song dulse yellowman,https://live.staticflickr.com/65535/50435468676_6b9d60ab64_m.jpg
50429834338,No lockdown at Hotel Goldner Loewe,7.717562,50.150197,2008-09-27 22:11:02,lukegeralddillon baronclonbrock augustacarolinedillon baronessclonbrock dillonfamily nationallibraryofireland stolzenfels hotelgoldnerloewe lakeriverside rowingboats dock trees hills clonbrockphotographiccollection,https://live.staticflickr.com/65535/50429834338_3e380f1a9d_m.jpg
